ovallcon,count
TRASTORNO SECUELAR DE LA MARCHA EN RECUPERACIÓN,1
DETERIORO COGNITIVO POR ENF. DE ALZHEIMER AVANZADO,1
CPONDROPATÍA ROTULIANA GRADO II,1
ROTURA ESPLENICA,1
ALTERACIONES PSICOCONDUCTUALES SECUNDARIAS NO CONTROLADAS,1
FLEBITIS MSD.,1
HERIDA EN EL SACRO ( UPP ) EN TRATAMIENTO AB,1
OCLUSION ABDOMINAL RESUELTA,1
FRACTURAS ARCOS COSTALES DERECHOS 6º Y 7º,1
"FRACTURA EN PAREDES DE ORBITA IZD , HEMATOMA GIGANTE EXTRACONAL IZD",1
DIALISIS PERITONEAL,1
SINDROME VERTIGINOSO: VPP,1
HIPONATREMIA ASOCIADA,1
PANCITOPENIA LEVE AL INGRESO,1
INSUFICIENCIA RENAL  AGUDA ??,1
REACCIÓN ALÉRGICA A AMLODIPINO PROBABLE,1
DESNUTRICIÓN CALORICO CRÓNICA,1
LESIÓN PULMONAR NO FILIADA,1
"ACV AGUDO EN TERRITORIO DE ACM IZD RECURRENTE , CARDIOEMBÓLICO",1
RIGIDEZ RODILLA DERECHA (EN PTR),1
ULCERA 4º DEDO PIE DERECHO.,1
TCE CON CORTE CONTUSO CORTANTE EN REGIÓN OCCIPIAL,1
DESHIDRATACION MEDERADA,1
DETERIO COGNITIVO,1
FRACTURA CLAVÍCULA IZDA.,1
"HIPONATREMIA MODERADA, PROBABLEMENTE ORIGEN FARMACOLÓGICO (ISRS).",1
FRACTURA BASE 5º MTT PIE DERECHO,1
PARÁLISIS CEREBRAL INFANTIL CON TETRAPARESIA,1
HPB CON RAO A REPETICIÓN,1
PANCREATITIS A DESCARTAR,1
ACV ISQUEMICO PARASAGITAL,1
DISFUNCIÓN VI,1
RECIDIVA SDR. TÚNEL DEL CARPO DERECHO,1
INFECCION RESPIRATORIA AGUDA ( CONSOLIDACION BASAL DERECHA ),1
INSUFICIENCIA RENAL LEVE AL INGRESO,1
"ANEMIA LEVE , MICROCITICA , FERROPENICA PROBABLE",1
CERVICALGIA REAGUDIZADA,1
HEMATOMA HOMOLATERAL,1
ITU COMPLICADA POR ENTEROCOCO FAECIUM,1
"ITU POR SARM , EN PCTE CON SV",1
SINDROME  CONFUSIONAL AGUDO SECUNDARIO A  PREVIOS,1
COMPONENTE BRONCOBSTRUTIVO,1
ACV ISQUEMICO A.CEREBRAL POSTERIOR DCHA (03/03/2019),1
I.RENAL CRÓNICA  AGUDIZADA,1
DISFAGIA OROFARINGEA PARA LÍQUIDOS: RESUELTA,1
HEPATOPATIA CON HRPORTAL,1
HERIDA ANTEBRAZO,1
POP ARTROPLASTIA CADERA IZQUIERDA,1
DETERIORO COGNITIVO DE RECIENTE COMIENZO,1
LUMBALGIA CRONICA POR COXALGIA BILATERAL.,1
ANOREXIA CON DESNUTRICIÓN CALÓRICA,1
ÚLCERAS MIXTAS EN MII.,1
INFECCIÓN RESPIRATORIA MULTILOBAR,1
DESHIDRATACION GRADO II,1
BROTE DE ARTRITIS EN MUÑECA IZDA,1
HEMATOMA PERIORBITARIO  BILATERAL,1
CONTUSIÓN COSTAL DERECHO:  FRACTURA DEL 7 AIC D,1
DETERIORO GENERAL. DETERIORO COGNITIVO,1
SANGRADO ARTERIAL A NIVEL DE ÁNGULO HEPÁTICO DE COLON TRANSVERSO.,1
NEOPLASIA TIROIDEA DE CELULAS DE HURTHLE,1
INFILTRADOS PULMONARES BILATERALES EN ESTUDIO,1
POSIBLE BRONCOASPIRACIÓN EN PACIENTE CON PARKINSON AVANZADO,1
POST QUIRÚRGICO FRACTURA PERTROCANTÉREA CADERA IZQUIERDA,1
ICTUS  ISQUEMICO FRONTAL IZQUIERDO,1
DISFUNCIÓN VI MODERADA,1
DESHIDRATACIÓN PRIMARIA,1
ARTROPATIA GOTOSA CRONICA SEVERA,1
FRACTURA AGUDA DE L2,1
EPOC AGUDIZADOR FRECUENTE ENFISEMATOSO AGUDIZADO,1
ATELECTASIA SEGMENTARIA DEL LII,1
SINDROME CONFUSIONAL AGUDO HIPERACTIVO MULTICAUSAL,1
CONSOLIDACION DEL LM,1
IRA POR P. AERUGINOSA,1
INFECCIÓN RESPIRATORIA DE VÍAS INFERIORES POR E.COLI Y STENOTROPHOMONA,1
CA TIROIDES  PROBABLE,1
DOLOR EN COLUMNA LUMBAR,1
LUXACIÓN POSTERIOR PTC DERECHA,1
TCE GRAVE FRACTURA PEÑASCO Y HSA,1
FALLO RENAL AGUDO EN INSUFICIENCIA RENAL CRÓNICA AVANZADA,1
DEMENCIA SEVERA DE PERFIL VASCULAR (GDS 5-6) CON ALTERACIÓN CONDUCTUAL,1
SINDROME CONFUCIONAL AGUDO MULTIFACTORIAL,1
ANTICOAGULADO  POR  ANTECEDENTE TVP  A  REPETICIÓN,1
TRAUMATISMO TORACICO CERRADO.,1
FA PRESISTENTE CON RV CONTROLADA,1
DIÁSTASIS DE RECTOS ABDOMINALES M62.0,1
EPISODIO DE VERTIGO (21/02/2019),1
"UPP  IVº EN SACRO , INFECTADO X PROTEUS Y ENTEROCOCO",1
ICTUS ISQUEMICO A. CEREBRAL MEDIA IZDA (10/07/2019),1
HERNIACIÓN DISCAL L3-L4 IZQUIERDA.,1
DISFAGIA POR COMPRESION TUMORAL,1
I. RENAL CRÓNICA AGUDIAZAD,1
SEPSIS Y ABSCESO MUSLO DERECHO,1
"ICTUS AGUDO EN TERRITORIO DE ACM IZD , CAUSA CARDIOEMBÓLICA",1
RECTORRAGIA 2RIA PROBABLEMNTE A SOBREDOSIFICACION DE SINTROM,1
DOLOR EN RELACION A HEPATOCA CONOCIDO,1
FA PAROXISTICA PROBABLE ??,1
ICTUS ACM-D,1
MAREO POSIBLE CUASA VESTIBULAR,1
DILATACIÓN CÁMARA GÁSTRICA,1
INFILTRADO BASAL DERECHO,1
HEMATOMA DE PARTES BLANDAS PÉLVICO EXTRAPERITONEAL,1
DISFUCION VETRICULRA SEVERA,1
HIPERGLUCEMIA EN PACIENTE DIABETICO,1
FRACTURA DE CADERA IZQUIERDA ( MANEJO MEDICO),1
ULCERA PLANTAR IZQUIERDA,1
MASA PULMONAR DCH,1
INSUFICIENCIA  MITRAL Y TRICUSPIDE LEVE,1
DEMENCIA MIXTA MODERADA-SEVERA (GDS 5-6) SIN ALTERACIÓN CONDUCTUAL.,1
ICTUS  EXTENSO DE ARTERIA CEREBRAL MEDIA IZQUIERDA,1
SINDROME DE ARTERIA ESPINAL ANTERIOR (ETIOLOGÍA NO IDENTIFICADA).,1
PROBABLE NEOPLASIA DE PROSTATA,1
BRONQUIECTASIAS PULMON DERECHO,1
PROLAPSO RECTO-VAGINAL.,1
NEO SIGMA EN SEGUIMIENTO,1
FRACTURA-HUNDIMIENTO RECIENTE DE L1.,1
ABACESO GLÚTEO IZQUIERDO,1
DESCOMPENSACION HIPERGLUCEMICA NO CETOSICA,1
INTOXICACIÓN DIGITALICA.,1
CONTUSIÓN MANO IZQUIERDA,1
"SÍNDROME TÚNEL CARPIANO MUÑECA IZQ,",1
ACV ( PEQUEÑO VASO ),1
ESTENOSIS DE SIGMA,1
INSUFICIENCIA RENAL CRÓNICA  AGUDA,1
ULCERACION DORSAL,1
ENFERMEDAD DE PARKINSON CON POCA RESPUESTA A TRATAMIENTO,1
ULCERAS FLEBOSTATICAS DE LARGA EVOLUCION,1
"INSUFICIENCIA RESPIRATORIA  SECUNDARIA A DX PREVIO , PERSISTENTE",1
PROBABLE  ANEURISMA CAROTIDEO INTERNO IZQUIERDO.,1
DELIRIUM HIPOACTIVO MULTIFACTORIAL,1
PTR IZDA (31/01/2019),1
HTA NO,1
HALLUX VALGUS SEVERO PIE IZDO,1
MENINGIOMA FRONTO TEMPORAL IZQUIERDO CON DESVIACION DE LINEA MEDIA 6MM,1
TCE POR CAÍDA EN DOMICILIO.,1
ULCERAS MIEMBROS INFERIORES - ISQUEMIA CRONICA,1
LEUCOCITOSIS Y NEUTROFILIA EN EL POSIBLE CONTEXTO DE COLANGITIS,1
FRACTURA ABIERTA CONMINUTA FALANGE PROXIMAL 5º DEDO MANO DERECHA,1
ESTENOSIS  CAROTIDEA DE 40-50%,1
VARICES EEII,1
INSUFICIENCIA RENAL AGUDA MEDICAMENTOSA,1
OBSTRUCCON INTESTINAL,1
TEP DERECHO CON INFARTO PULMONAR,1
INSUFICIENCIA CARDIACA CRÓNICA SEVERA DESCOMPENSADA,1
PROBABLE  ACCIDENTE ISQUEMICO  CEREBRAL TRANSITORIO,1
FRACTURA PALA ILIACA,1
ASCITIS 2ª A NEOPLASIA DE OVARIO (NUEVO DIAGNOSTICO),1
INGRESO POR CELULITIS PIERNA DCHA QUE PRECISO DESBRIDAMIENTO QX (29/09,1
INTOLERANCIA PROTESICA DE BYPASS AORTOFEMORAL  A NIVEL INGUINAL,1
FLEBITIS EN EL BRAZO IZQUIERDO CON CULTIVO POSITIVO PARA SARM,1
SHOCK SEPTICO DE ORIGEN BILIAR,1
SINCOPE. ACXFA CON RFL,1
SEPSIS ORIGEN BILIAR,1
DETERIORO FUNCIONAL SECUNDARIO A FX PELVICA Y CLAVICULA IZD,1
... TRATAMIENTO ACTUAL,1
ANEMIA DE ENFERMEDAD CRÓNICA,1
ANEMIA MIXTA (CARENCIAL Y CRÓNICOS),1
INFECCIÓN DEL TRACTO URINARIO (E. COLI BLEE NEGATIVO),1
POSIBLE HDA DE ORIGEN NO FILIADO,1
ICTUS DE PERFIL ISQUEMICO H. DERECHO,1
FRACTURA PERTROCANTERICA DE CADERA DERECHA .,1
HEMATOMAS SUBDURALES FRONTO-TÉMPORO-PARIETALES BILATERALES.,1
HOMBRO IZDO PSEDUOPARALITICO.,1
ROTURA TENDON SUPRAESPINOSO DERECHO,1
HIPERGLUCEMIA AISLADA DE ORIGEN MEDICAMENTOSO,1
LUMBO CIATALGIA IZQQUIERDA INCAPACITANTE Y RESISTENTE AL TRATAMIENTO..,1
LAMINECTOMIA LUMBAR Y ARTRODESIS L2-S1,1
SD. CONFUSIONAL AGUDO SECUNDARIO A PROCESO FEBRIL.,1
FRACTUR EXTREMIDAD PROXIMAL HUMERO DCHO - TTO. ORTOPEDICO (16/09/2019),1
CUERPO EXTRAÑO METÁLICO PIE DERECHO,1
GONARTROSIS BILATERAL GRADO III,1
ITU POR ENTEROCOC FAECALIS,1
ANEMIZACIÓN SEVERA QUE PRECISA TRANSFUSIÓN SANGUINEA,1
REVASCULARIZACION PERCUTANEA + 1 STENT 1999,1
FRACTURA DE CADERA RECIENTE A TTO. CONSERVADOR,1
PORTADOR DE TRASPLANTE RENAL,1
SD. ASCITICO,1
HIPOGLUCEMIA 2º A ANTIDIABÉTICOS ORALES,1
INSUFICIENCIA RENAL PRERRANAL PROBABLE,1
INSUFICEIENCIA RENAL CRÓNICA  AGUDIZADA,1
HT INTRACRANEAL PROBABLE,1
TRAUMATISMO Y HEMATOMA PANTORRILLA DERECHA,1
FRACTURA DE 4º Y 5º ARCOS COSTALES IZQUIERDOS,1
DOLOR ABDOMINAL. ESTREÑIMIENTO PERTINAZ,1
PROBABLE TEP DERECHO (PEQUEÑO TAMAÑO).,1
FRACTURA TERCIO DISTAL PERONÉ IZQUIERDO,1
POLINEUROPATIA MIXTA DESMIELINIZANTE SEVERA,1
METÁSTASIS HEPÁTICAS DE TUMOR PRIMARIO DESCONOCIDO,1
FARINGITIS CRONICA,1
HIPERTROFIA PROSTÁTICA.,1
HEMATURIA? NEOPLASIA UROTELIAL?,1
NEOPLASIA ABDOMINAL DE ORIGEN INDETERMINADO,1
PARAPARESIA FLACCIDA - D6 - ASIA C,1
FA SIN TRATAMIENTO,1
UPP SOBREINFECTADA  TROCANTER DCH Y COXIS,1
ULCERA  POR PRESION SACRA IV GRADO INFECTADA POR S.A.R.M.,1
CONTUSION LUMBAR - LUMBAGO POST TRAUMATICO,1
INSUFICEINCIA RENAL  AGUDA,1
BROTE DE POLIMIALGIA REUMATICA,1
SINCOPE POSIBLE VASOVAGAL,1
INGRESO 24/02/2018 POR ICTUS ISQUEMICO LACUNAR CON LEVE HEMIPARESIA DC,1
"DETERIORO COGNITIVO , PROB DEMENCIA MIXTA GRADO MODERADO",1
ITU COMPLICADA (E. COLI + K. OXYTOCA),1
DEMENCIA DEGENERATIVA PROBABLE FRONTAL. GDS-6,1
FRACTURAS DE 8º Y 9º ARCO COSTAL,1
ARTRITIS GOTOSA RODILLA Y TOBILLO IZDO.,1
MIXOFIBROSARCOMA AREA COSTAL IZQUIERDA PALIATIVO,1
ITUS COMPLICADAS SECUNDARIAS A NEOPLASIA VESICAL,1
FRACTURA BIMALEOLAR DE AMBOS TOBILLOS - TTO. ORTOPEDICO.,1
RTU EN 2 OCACIONES,1
COLONIZACION POR CARBAPENEMASA,1
FRACTURA DE PEÑASCO TEMPORAL IZQ,1
ARTROSIS POSTRAUMÁTICA CALCÁNEO-ASTRAGALINA PIE DERECHO,1
DOLOR A NIVEL DEL MUSLO Y GLUTEO IZQ EN EL POSIBLE CONTEXTO DE ....,1
DÉFICIT DE VITAMINA D MODERADA,1
SOMNOLENCIA  EN PROBABLE RELACION A FARMACO  ANTICOMICIAL,1
PORTADOR SONDA VESICAL,1
PROBABLE INFECCION DE HERIDA  QUIRURGICA,1
MALNUTRICIÓN CALÓRIO-PROTEICA SEVERA,1
UPP IVº EN GLUTEO DRCH INFECTADAS X K. CARBAPENEMASA POSITIVOS,1
POST-TRABSFUSIÓN SANGUINEA.,1
"CELULITIS MID, HEMATOMA.",1
ADC DE PILORO EN TRATAMIENTO PALIATIVO,1
SÍNDROME DE CHURG STRAUSS EN TTO,1
LEVE ANEMIA NORMOCITICA,1
MASA TUMORAL EN VULVA,1
S. BRADICARDIA -TAQUICARDIA,1
SD CONFUSIONAL AGUDO AUTOLIMITADO,1
ULCERA TALÓN IZDO COLONIZADA POR SARM,1
RECTORRAGIA - TRASLADO A DIGESTIVO DEL CAULE.,1
FRACTURA BASI CERVICAL CADERA DERECHA,1
POSTOPERATORIO RECIENTE PROTESIS RODILLA,1
INSUFICIENCIA RENAL AGUDA DE ETIOLOGIA,1
BACTEREMIA NO RESUELTA?,1
ITUS COMPLICADAS DE REPETICIÓN (VER P. COMPLEMENTARIAS),1
INSUFICIENCIA  MITRAL Y TRICUSPIDE MODERADA,1
ICTUS ISQUÉMICO EN CENTRO SEMIOVAL IZQUIERDO,1
FRACTURA SUPRACONDILEA FÉMUR DERECHO,1
DESORIENTACIÓN Y FOCALIDAD MOTORA EN PROBABLE CONTEXTO DE,1
DETERIORO COGNITIVO CON AGITACION PSICOMOTRIZ,1
AFASIA  PREDOMINANTEMENTE MOTORA COMO SECUELA,1
ENFERMEDAD RENAL CRONICA AGUDIZADA POR BAJO GASTO,1
DCL -,1
ARTROSIS PREVIA COLUMNA CERVICAL,1
TRASTORNO COMPULSIVO,1
INFECCIÓN URINARIA  POR E. COLI BLEE +,1
NEUMONÍA BRONCOASPIRATIVA EN PORTADORA DE SNG,1
TRAUMA PELVIS,1
ROTURA DE TENDON DE AQUILES IZQ,1
ENCEFALOPATÍA SECUNDARIA,1
"CUADRO DE CAIDAS DE REPETICIÓN, CON FX AGUDA EN D11 Y D12",1
HERPES ZOSTER MII,1
INFECCION RESPIRATORIA. NEUMONIA MULTILOBAR?,1
IAM ANTERIOR EVOLUCIONADO CON ELEVACIÓN DE ST,1
ICTUS OCCIPITAL DERECHO,1
NEUMONIA BASAL IZQUIERDA RESUELTA.,1
DOLOR ABDOMINAL EN PACIENTE CON POSIBLE NEO GASTRICA,1
DOLICO-MEGACOLON,1
ALT. EQUILIBRIO - LENGUAJE - DISFAGIA,1
FRACTURA L2. ARTRODESIS POSTEROLATERAL L1-L2-L3,1
FRACTURA-APLASTAMIENTOS VERTEBRALES L1 Y D8.,1
"ADENOCA DE RECTO CON RECTORRGIAS  INTENSAS , ANEMIZACIÓN 2º",1
LESIONES ISQUÉMICAS AMBOS PIES,1
INFECCION RESPIRATORIA DE VÍAS INFERIORES HAEMOPHILUS PARAINFLUENZAE,1
NEOPLASIA RENAL DERECHA METASTÁSICA,1
CAIDAS A  REPETICION A  ESTUDIO,1
INFECCIÓN RESPIRATORIA POR ENTEROBACTER CLOACAE COMPLEX.,1
HISTORIA PREVIA DE ANTIAGREGACION CON AAS,1
SANGRADO DIGESTIVO PRESUNTO,1
HIPERCOLESTEROLEMIA/ HIPERTG,1
ASMA GUDIZADA POR INFECCIÓN RESPIRATORIA  E I. CARDIACA AGUDA,1
ANEMIZACIÓN SECUNDARIO A TRAUMATISMOS COSTALES,1
RADICULOPATIA LUMBAR DERECHA,1
ANEMIZACIÓN SEVERA ORIGEN MULTIFACTORIAL,1
PSEUDOCLUSION SECUNDARIO A BRIDAS,1
APLASTAMIENTOS LUMBARES. L1-L3-L4,1
NECROSIS 3º Y 4º DEDO DERECHOS,1
COSTOCONDRITIS Y DORSALGIA POST TRAUMATICA,1
ESPONDILOARTROSIS SEVERA CRONICA,1
INSUFICEINCAI RENAL CRÓNICA  AGUDIZADA,1
SANGRADO INTRACRANEAL LEVE,1
- PARKINON DE POSIBLE ETIOLOGIA FARMACOLOGICA,1
FRACTURA DE RAMA  ILIO E ISQUIOPUBIANA DERECHAS,1
INSUFICIENA RENAL PRERRENAL,1
FRACTURA DE RAMAS ISQUIOPUBIANA E ILIOPUBIANA IZQ,1
DM TIPO 2 CON MAL CONTROL.,1
ACUÑAMIENTO VERTEBRAL AGUDO D12 Y EMPEORAMIENTO L2.,1
METASTASIS HEPATICA EN SEGMENTO VI HEPATICO,1
CERVICALGIA CRÓNICA.,1
TRAUMATISMO CRANEAL OCCIPITAL ( TAC NORMAL ),1
SINDROME FEBRIL EN EL POSIBLE CONTEXTO DE ITU,1
ACVA FRONTAL SUBAGUDO,1
TRASTORNO MIXTO REACTIVO-ADAPTATIVO SEVERO,1
OBSTRUCCIÓN INTESTINAL SECUNDARIA A NEOPLASIA,1
MARCAPASOS IMPLANTADO.,1
ACV ISQUEMICO TALAMICO DHO (26/05/2019),1
ADENOCARCINOMA DE RECTO CON METÁTASIS HEPÁTICA (EN PROGRESIÓN).,1
SINCOPE PROABBLE VASOVAGAL,1
FRACTURA CLAVICULAR DERECHA,1
HEMORRAGIA SUBARACNOIDEA SURCOS CORTICALES BILATERALES.,1
TENOSINOVITIS 2º DEDO MANO DER.,1
FX BIMALEOLAR DE TOBILLO IZQUIERDO,1
ENF. DE PARKINSON AVANZADO,1
"FX DE CADERA IZD , RECIENTEMENTE INTERVENIDA",1
AMPUTACIÓN 4º DEDO PIE DERECHO (27/19/2019).,1
MT OSEAS,1
FRACTURA PERTROCANTEREA TERCIO MEDIO FEMUR DERECHO,1
DUDOSA HEMORRAGIA DIGESTIVA ALTA,1
DIARREA EN POSIBLE RELACION CON TTO. ANTIBIOTICO,1
ÚLCERA POR PRESIÓN A NIVEL DE SACRO ESTADÍO II SOBREINFECTADA,1
TVP FWEMORAL IZQUIERDA,1
POLIQUISTOSIS HEPATICA,1
FLUTTER AURICULAR CRÓNICO ANTICOAGULADA,1
TRAUMATISMO CRANEOENCEFALICO EN PACIENTE ANTICOAGULADO,1
ULCERA MID EVOLUCION TORPIDA,1
DÉFICIT SEVERO DE VIT D SECUNDARIO,1
ÚLCERAS POR DECÚBITO MÚLTIPLES INFECTADAS,1
INFECCIÓN RESPIRATORIA VÍAS INFERIORES POR PSEUDOMONA Y ENTEROBACTER,1
DETERIORO COGNITIVO CON NEGATIVA A LA INGESTA ORAL,1
ARTROSIS SEVERA DE RODILLA DERECHA,1
"ITU A REPETICION, CON SONDAJE PERMANENTE",1
FIBRILACION AURICULAR CRONICA  ANTICOAGULADO,1
GASTRITIS PETEQUIAL. VÓLVULO GÁSTRICO.,1
DERRAME PLEURAL IZQUIERDO POSTRAUMATICO,1
CONTUSIÓN SACRA,1
ULCERA  EN COXIS,1
DEIFICIT LEVE DE ACIDO FOLICO,1
HOMBRO DERECHO DOLOROSO CRÓNICO,1
SECUELAS DE SDRC,1
INFECCION URINARIA POR KELBSIELLA PNEUMONIAE BLEE (+),1
EDEMA VASOGENICO SOBRE PARENQUIMA CEREBRAL  Y EFECTO COMPRESIVO,1
"TRAUMATISMO TORÁCICO SIN FRACTURAS, SECUNDARIO A ACCIDENTE DE TRÁFICO",1
ALTERACIONES HIDRO ELECTROLITICAS: HIPONATREMIA E HIPERPOTASEMIA.,1
DISFAGIA OROFARINGEA SECUNDARIO A ICTUS,1
RECIDIVA TUMOR VESICAL,1
DETERIORO GENERAL EN PACIENTE CON DEMENCIA AVANZADA,1
"FRACTURA DE RAMAS ISQUIOPUBIANAS E ILIOPUBIANAS, ORIGEN POSTRAUMÁTICO.",1
INGRESO POR COLECISTO-PANCREATITIS,1
CONTUSIONES CADERA Y RODILLA IZQ.,1
HEMATOMA PERILESIONAL,1
FIBRILÑACION AURICULAR,1
PROBABLE LINFEDEMA POR DESNUTRICIÓN.,1
FA CON ACO ( SINTROM ) SUBDOSIFICACIÓN INR 1.09,1
"EPOC NO CONOCIDO, AGUDIZACIÓN",1
I CARDIACA,1
SINDROME MIELODISPLASICO EN TRATAMIENTO DE SOPORTE,1
INFECCIÓN DE HERIDA QUIRÚRGICA CON NECROSIS DÉRMICA SUPERFICIAL,1
TRAUMATISMO PIE IZQ.,1
FRACTURA RAMAS ILIO E ISQUIOBUBIANAS IZQUIERDAS TRAS CAIDA CASUAL,1
DESNUTRICIÓN CALÓICO PROTEICA,1
COLEDOCOLITIASIS. REALIZACIÓN DE CPRE,1
ENF DE PARKINSON  ESTADIO H. YHAR 4,1
HPB ??,1
DIARREA PROLONGADA EN PROBABLE RELACION CON COLITIS ISQUEMICA,1
DM TIPO 2 CON HIPERGLUCEMIAS METAESTEROIDEA,1
CONTUSIÓN ABDOMINAL.,1
NECROSIS DEDOS PIE IZDO POR ISQUEMIA GRADO IV - NO QX. POR ELEVADO RIE,1
CALCIFICACION PERIPROTESICA CAERA IZQUIERDA,1
HEMATOMA GANGLIOS BASALES IZQUIERDOS.,1
PATOLOGÍA VASCULAR DE PEQUEÑO VASO,1
RECIDIVA TUMOR VESICAL INTERVENIDO,1
NEURALGIA CRÓNICA DEL PUDENDO.,1
MAREO E INESTABILIDAD EN EL CONTEXTO DE VERTIGO POSICIONAL PAROXISTICO,1
"CUADRO DE CAIDAS A REPETICIÓN , 2º A ICTUS LACUNAR AGUDO",1
ITU NOSOCOMIAL POR COMPLICADA,1
IC. CONGESTIVA AGUDA,1
SINCOPE ?,1
GONARTROSIS BILATERAL PRED. IZDO.,1
CAIDA CASUAL (30/11/2019),1
ESTREÑIMIENTO PERTINAZ- ÍLEO NO OBSTRUCTIVO,1
CANDIDIASIS OROFARÍNGEA 2ª A CORTICOTERAPIA.,1
FRACTURA LUXACION ASTRAGALO IZDO (TTO. QX. 19/02),1
ULCERA TALAR DERECHA INFECTADA,1
INSUFICIENCIA CARCIACA,1
INGRESO POR ARTRITIS SEPTICA RODILLA IZDA (30/11/2018),1
CUERPO EXTRAÑO 3º DEDO MANO DERECHA,1
ESGUINCE TOBILLO DERECHO,1
HEMATOMA PALPEBRAL Y SUBCONJUNTIVAL OD,1
FRACTURA PERTROCANTEREA + 1/3 MEDIO FEMUR DCHO- CLAVO PFNA LARGO.,1
MIOCARDIOPATÍA DILATADA CON DISFUNCIÓN SISTÓLICA,1
PIE DIABETICO INFECTADO.,1
HEMORRAGIA SUBARACNOIDEA EN LA CISURA DE SILVIO IZQUIERDA,1
TVP EN MII FÉMIRO-POLÍTEO IZQUIERDO,1
ACV HEMISFERICO ACM,1
CÓLICO RENAL DERECHO POR LITIASIS EN 1/3 MEDIO DE URÉTER,1
MACROCITOSIS (DEFICIT DE ACIDO FOLICO),1
REFRACTARIEDAD AL TTO CON AZADITIDINA,1
DEMENCIA DEGENERATIVA CON ALT- PSICO-CONDUCTUALES,1
RADIOFRECUENCIA DE VARICES,1
UPP SACRO ESTADÍO III,1
ÍLEO PARALÍTICO CON PSEUDO-OCLUSIÓN INTESTINAL,1
SHOCK HIPOVOLÉMICO SECUNDARIO A HEMATURIA FRANCA,1
DETERIORO GENERAL EN PACIENTE ONCOLOGICO. TTO PALIATIVO.,1
HDB CON ANEMIZACION SIGNIFICATIVA,1
INFECCION DE LA HERIDA QUIRURGICA - RODILLA DERECHA,1
HEMATOMA PRETIBIAL IZQUIERDO POST-TRAUMÁTICO,1
HIDROCEFALIA CON DETERIORO COGNITIVO SEVERO,1
TRSFUSION DE 2 CH POR HB: 7.9,1
BROTE ARTRITIS POR SARM.ARTRITIS GOTOSA,1
"FRACTURAS AGUDAS EN L3 Y L4, SECUNDARIAS A OSTEOPOROSIS COMPLICADA",1
.. EN POSIBLE RELACION CON CARCINOMA DE CELULAS TRANS. URETER DERECHO,1
VERTIGO POSICIONAL PAROXISTICO.,1
EPISODIOS REPETIDOS DE ANSIEDAD,1
SEPSIS DE ORIGEN PULMONAR - NEUMONIA,1
SEPSIS DE PROBABLE FOCO URINARIO POR E. COLI.,1
SD DE OBESIDAD-HIPOVENTILACIÓN,1
GONARTROSIS EN VALGO DCHA,1
ÍLEO PARALÍTICO SECUNDARIO.,1
ORQUIEPIDIDIMITIS DERECHA AGUDA,1
DISTROFIA MUSCULAR,1
ITU COMPLICA POR PSEUDOMONA AERUGINOSA + ENTEROCOCO FAECALIS,1
DETERIORO GENERAL EN PACIENTE CON DETERIORO COGNITIVO AVANZADO,1
AMPUTACIÓN ABIERTA TRANSMETATARSIANA DE 5º DEDO  PIE IZQ,1
ACCIDENTE DE TRAFICO 21/07/2017,1
SINDROME CONFUSIONAL SECUNDARIO HIPERACTIVO,1
MALNUTRICIÓN CALÓRICO PORTEICA SEVERA,1
HEMATOMA EN HEMICARA IZQUIERDA SECUNDARIO A TRAUMATISMO FACIAL,1
MENINGIOMA FRONTAL DRCH PROBABLE,1
HEMIPELJIA IZQUIERDA Y DISFAGIA RESIDUAL,1
ICTUS HDCH,1
ITU POR PSEUDOMONA AEURUGINOSA Y ENTEROCOCO,1
ANEMIA SEVERA SECUNDARIO A PREVIO,1
CPK ELEVADA,1
MICROAASPIRACIONES,1
CLAUDICACION FAMILIAR.,1
FÍSTULA RV CON SONDA PERMANENTE,1
"FRACTURA DE 5ª, 6ª, 7ª Y 8ª COSTILLAS IZQUIERDAS",1
COXARTROSIS DERECHA. PTC,1
FX/APLASTAMIENTO T12-L2,1
INSUFICIENCIA RENAL CRÓNICA ESTADÍO........AGUDIZADA,1
ANEMIA FERROPÉNICA PORBABLE PÉRDIDAS DIGESTIVAS,1
POSIBLE ICTUS LACUNAR (02/12/2018),1
FRACTURA ABIERTA GRADO IIIA MTF 1º DEDO PIE IZQUIERDO,1
CERVICALGIA CRONICA PERSISTENTE A PESAR DEL TRATAMIENTO ANALGESICO,1
SOSPECHA DE BROTE DE ENFERMEDAD REUMATOLOGICA.,1
INFECCION RESPIRATORIA  ?,1
SINDROME CONFUSIONAL EN EL POSIBLE CONTEXTO DE CAUSA ORGANICA,1
INFECCIÓN VAGINAL (PSEUDOMONA+CÁNDIDA) CON DISBACTERIOSIS VAGINAL,1
INGRESO POR POLICONTUSIONES TRAS CAIDA DE LA CAMA (14/01/2019),1
ANEMIA MACRO-HIPER,1
BRONQUIECTASIAS EN LINGULA. INFECCIÓN RESPIRATORIA,1
"EPOC FENOTIPO MIXTO PROBABLE, AGUDIZACIÓN POR INFECCIÓN RESPIRATORIA",1
ENCEFALOPATIA UREMICA POR REAGUDIZACIONDE  ERC,1
ROTURA COMPLETA LIGAMENTOS PERONEO-ASTRAGALINO Y CALCÁNEO TOBILLO IZQ.,1
"DEMENCIA  , ENF DE ALZHEIMER PROBABLE. GDS 6",1
